created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 31 17:55:36 +0000 2023;1719412820272664742;"@tvOneNews ganjar mahfud emg terbaikkkk,kerjaaa nyataaa dan kerjaa kerassss. all in ganjarMahfud🔥";0;0;0;0;in;1708471021215576064;1719142660114673996;rstyyfbrnaaa;https://twitter.com/rstyyfbrnaaa/status/1719412820272664742
Tue Oct 31 17:23:07 +0000 2023;1719404644961800339;"@ganjarpranowo Tetap semangat terus mendukung GanjarMahfud 👍";0;0;0;0;in;1703228932605042688;1719360585677390322;CelesteHug16143;https://twitter.com/CelesteHug16143/status/1719404644961800339
Tue Oct 31 17:19:24 +0000 2023;1719403713549488280;"@Nikmatul_Sg Tetap semangat terus fokus dukung GanjarMahfud 💪";0;0;0;0;in;1703231460809805824;1719234207418057166;ingram_isi87071;https://twitter.com/ingram_isi87071/status/1719403713549488280
Tue Oct 31 17:12:17 +0000 2023;1719401921038176526;"@RstmBcl Luar Biasa 🤟💪 Itulah @ganjarpranowo dan juga #GanjarMahfud yg sudah bekerja Nyata dan fakta, bukan katanya. Mantap 🫰 #GanjarMahfud2024";0;0;1;2;in;1524449549720322048;1719401014699393454;Sangga__Buana;https://twitter.com/Sangga__Buana/status/1719401921038176526
Tue Oct 31 17:11:30 +0000 2023;1719401722563711022;"Relawan Ganjar Milenial Center Kabupaten Ponorogo melakukan kegiatan Refleksi &amp  Nobar “Peran Pemuda Menuju Generasi Emas 2024”  Waktu : 28 Oktober 2023  @ganjarpranowo #jawatimur #ganjarmahfud #GanjarPranowo https://t.co/XBGfCTncgV";0;0;0;5;in;1514976129014448129;1719401722563711022;ganjar_jatim;https://twitter.com/ganjar_jatim/status/1719401722563711022
Tue Oct 31 17:04:28 +0000 2023;1719399951573373010;"@r4tu_ciksim423 @Joker_Wedoks @JokerWoen_009 @DJoker_GinOngs @Joker_Li55ong @TheLadyJoker @Darmawan_bs @DennyDSP77 @newIding30 @_Ayu_aja @Yoen__AR @nagabonar7145 @KataGadisitu_ @TugimanPresiden @Candra4smara @ganjarmahfud @__whiteenle @BrammaKumbara_ @Yulia_NS79 @CeritaGanjar24 @albert_morafia @elsaday__ @Kanjeng2022 @Lapotuak13 @ekokuntadhi1 @Inesandi_ @AnikMuchtarom @LArismi11 @PUTRY_NUSANTARA @Eko86Putro @putri_adinda_ @winantisri11 @Naga_Wicaksana2 Ikut 🤟";0;0;0;5;in;1404063206142734337;1719230665961726135;Murahs3nyum;https://twitter.com/Murahs3nyum/status/1719399951573373010
Tue Oct 31 17:02:54 +0000 2023;1719399557564649728;"Ganjar Kata Jabar #ganjarpresiden2024 #ganjarmahfud #ganjarmahfudmenang https://t.co/aOKOw4KqEZ";0;0;0;0;in;1579854111209533440;1719399557564649728;Ranger_Merah_21;https://twitter.com/Ranger_Merah_21/status/1719399557564649728
Tue Oct 31 17:01:33 +0000 2023;1719399220392919507;"@ganjarpranowo seharusnya kubu sebelah juga menertibkan pdukungnya yg bar bar biar adil pak..  supaya pilpres adem sejuk pinjem dulu 💯 pak..  #GanjarMahfud💪💪";0;0;0;0;in;1575895648859086852;1719360585677390322;Vigriawan_van;https://twitter.com/Vigriawan_van/status/1719399220392919507
Tue Oct 31 16:57:30 +0000 2023;1719398201592283161;"- #GaMa #GanjarMahfud #Ganjar #MahfudMD  -";0;0;0;1;qht;937411492982304768;1719398201592283161;NA70MAK;https://twitter.com/NA70MAK/status/1719398201592283161
Tue Oct 31 16:57:22 +0000 2023;1719398167186428148;"Ganjar-Mahfud akan Hadirkan Program Satu Sarjana dalam Keluarga Miskin #ganjarpresiden2024 #ganjarmahfud #ganjarmahfudmenang https://t.co/0zy5CDarRY";0;0;0;0;in;1579854111209533440;1719398167186428148;Ranger_Merah_21;https://twitter.com/Ranger_Merah_21/status/1719398167186428148
